-X--OXOXO,0.6868316873871472,0.4917060565829233,0.6784640935247215,0.6872379922735659,0.506249505785039,0.5091319070289451,0.5071882542717564,0.500766013741513,0.505944541759435
--OO--X-X,0.4480734931927062,0.8978530940048557,0.5722742198462992,0.4202771803930812,0.9883675078786597,0.425327923154155,0.5952457803566514,0.40872178485641947,0.5743693538735269
XX-O---XO,0.5075367805087284,0.507349544102124,0.270915387760454,0.4999453408460387,0.1895079346698647,0.18274077457828275,0.08426258024847244,0.5051458628578918,0.5011715196912339
--OXOOX-X,0.7346936625208152,0.1043474175532354,0.4964183746910896,0.5577863957185264,0.40281738388612504,0.5995161222421512,0.47623868294586175,0.11530605273687156,0.45610810715635414
XXO-OOXX-,0.5587486567860873,0.41758860870827846,0.4833465650614942,0.6513501383002744,0.47602418489012643,0.5107371983012918,0.4419282088945844,0.4543561751076044,0.679670915496382
OO-OXXXXO,0.5083662018611409,0.5095922157986629,0.6872379594563114,0.5071456239948803,0.49960088638553835,0.5037418541826431,0.490504120304437,0.4905667871218014,0.5011990494669712
XOO----XX,0.497781578835194,0.49788782793580616,0.4920432985070884,0.43078065901793505,0.49859633155879823,0.49869510311104426,0.6455010172511668,0.5091834322945741,0.49540376164751493
-OO-XXXXO,0.687218480795942,0.49150785078385206,0.4991251433596413,0.3131215239429843,0.4913639970725065,0.5092281278707507,0.506438021780199,0.5075590041575786,0.5088992647924244
X-XOOXX-O,0.49684113996610346,0.7300333003958037,0.5062376751493064,0.5098690862250049,0.4990626036435301,0.5019460762072737,0.509511231177984,0.054416587945764094,0.4922400212507494
XX-XOO-XO,0.5062662535152096,0.5078210123585506,0.7231778436698735,0.5014862224822745,0.5066311825652201,0.5033698634059186,0.4689161769377842,0.4967190984718104,0.49500848131348535
---X-XO--,0.1542456375394644,0.34521621127962165,0.384679672471558,0.5013054816219242,0.6872292423027841,0.49828097840949187,0.5043174305229284,0.029822994303720818,0.07686679757773052
--OOXX-XO,0.6170756725527252,0.1390888282716074,0.5020487099311635,0.49173402010482237,0.5055956951403175,0.4932073667495724,0.328812281099637,0.5050035548832742,0.49332098754137854
-XO--OX-X,0.4227513299664255,0.4550123570987415,0.4426290841724941,0.908950739346916,0.030839918385507925,0.5154959353231716,0.45989019542186205,0.41014735479260367,0.5337063235654712
--XX-OXOO,0.039644927805435715,0.09461522400462774,0.5823365308718055,0.38619898699064814,0.6885345425283373,0.2649822163282175,0.4968780315342295,0.8813339097813075,0.9952017981335327
-XX-O-O--,0.061931426155475866,0.4911103303396189,0.5084418078116415,0.6311507882184304,0.49029032314187554,0.24240700469614151,0.4959814575088481,0.541417900134822,0.28815682330662584
OXX-X-O--,0.574049043558577,0.428546261172812,0.5161056892117485,0.6559792119231209,0.4558966518219077,0.5087015711782881,0.4357847614426708,0.6872374168447042,0.5411375122137593
XOOX-X---,0.7688838089896723,0.5334894666370392,0.260100587859442,0.316206668115691,0.6050549005870558,0.1155665266034075,0.6999766857549821,0.8058761508353943,0.7814094395096555
----XOO-X,0.6868878528417489,0.6486943055277796,0.49217317204868544,0.49143069993098937,0.49384761883063744,0.49824219004560083,0.5075316108998112,0.46409096100923064,0.4907767446671901
-X--OXOX-,0.5057899153502532,0.5073584851809169,0.6889363980772685,0.5094419191197226,0.4997082167860367,0.5031139815704369,0.4952507695922581,0.5078542723444066,0.9141681327505208
XO-X--OOX,0.8261187987580138,0.1774972239013155,0.8119577548349003,0.9971241599952535,0.52497918747894,0.3004835210217677,0.9313738495988638,0.015626183344095934,0.18700405357870942
OXOX-XOOX,0.5026218327951403,0.49515992565218137,0.5060670900170132,0.4986590572373047,0.68723795981004,0.5039285000055488,0.4920471957307627,0.49458258148405293,0.5068114243573073
XOO----X-,0.5067848256079389,0.5099905164620767,0.4932692744366081,0.4992100621000607,0.5029880802106316,0.46882122616779187,0.4906586761820731,0.5097789255783343,0.5032050012215699
O-XXOX-O-,0.4987097156544286,0.6872381268738453,0.5075417990274232,0.4935629709063884,0.5028675006285673,0.5009042003870964,0.5852587889254696,0.509783961304434,0.5036545745045758
XXOOOX-OX,0.5042611850545549,0.5092093354875993,0.5045412843140382,0.5085137943144477,0.49939774360248584,0.506995181881771,0.6872379594563114,0.49449186234544334,0.4946098776492602
-X-X-O--O,0.6872578523973438,0.49925710700661746,0.49650372592975905,0.4995400493907203,0.5005128844084314,0.4924482004405429,0.5075850184787893,0.4912674663972372,0.501515983130904
OO-OXXXX-,0.49831832443899626,0.5332929146256863,0.68716070780659,0.5579211378634494,0.589265053244259,0.45065570591015924,0.4678180293792564,0.40990358400517035,0.35091525228191567
OXXXOOOX-,0.4949935595949489,0.5088557962073665,0.4992488265608695,0.5054793503913007,0.5042856213015041,0.4985809480074965,0.506935855732331,0.5001360185242217,0.6872379598779543
-XO-X-XOO,0.6852623123301991,0.5053995275286043,0.49366842952475926,0.6835880684821813,0.4973472258896874,0.494390770906756,0.49170047378698367,0.5040684318283459,0.4946357516045526
-XO--OX--,0.5087860439370339,0.4904841387632577,0.5043533574392216,0.5053029178536776,0.18696077494556762,0.4918154621593313,0.4948088282801546,0.49355878456966185,0.6872379594597503
OX-OX-XO-,0.4848249106952223,0.44947492222234603,0.5321045193305693,0.49973585303257667,0.584935213650598,0.021269547384945908,0.5073665843369666,0.5299404816764617,0.07309026767062043
----XO---,0.29588400358788114,0.16158885764893072,0.4326938749659174,0.11669430978098572,0.5080997640546226,0.4910135905774021,0.2993323637467088,0.6862812398448024,0.08191104335772903
XX-O--XO-,0.5014419745249022,0.5066314995781593,0.3151774898937232,0.5094751767830349,0.14258275201604453,0.5528357198566657,0.5000746523758857,0.49625600212463594,0.32188834485038487
-XX-O-O-X,0.22656483515884274,0.5022287003153234,0.5088459528174841,0.2080729973871086,0.4967203039730303,0.36744742911405515,0.5004839816679565,0.05257585764594952,0.4982694214919392
-X-OO-XOX,0.0974086864633763,0.49124048620874583,0.6753821153439035,0.4959513663326679,0.4968460543839942,0.6872185700452089,0.49536698239697574,0.5031640032506807,0.5022847064723096
X-O-OXXOX,0.5065880017019775,0.6873156036681,0.5067711066811974,0.5078803412144592,0.5096145762523706,0.5080158289855122,0.4994121026359097,0.5079748589214498,0.4910805602195501
XOOX-X--O,0.6244889761476418,0.010979854361250818,0.9865253842345606,0.3149512648975935,0.52497918747894,0.45634201257443663,0.03458197403841001,0.5404573062654845,0.35101448624378584
-OX-XOOX-,0.49785471831283495,0.4993967921351488,0.5020471236627837,0.49732656933363406,0.49339438680687364,0.4957933093177443,0.49976409053646725,0.509430905265635,0.5437433437518754
X--OXXO-O,0.819230786330439,0.6513501383002744,0.41428838199612583,0.32078857807427885,0.7184913129896802,0.6638511687478538,0.8951618415308547,0.09880021152304064,0.935370669810604
-O-X--X-O,0.5053339509597851,0.506159864739374,0.860143546367755,0.5090373797742054,0.643858801413092,0.4933213514210063,0.4906781115237886,0.4937180726742016,0.4992623278032589
--OOXX-X-,0.6766064671920983,0.9886620795969029,0.5278513672908857,0.454897450090798,0.5315664813467295,0.4255846367513661,0.5164980991611083,0.575380395083847,0.48059341591696114
OO-XX--OX,0.4934998181220534,0.5063907887636949,0.6871518861947101,0.5046977898793604,0.5004888596277637,0.5090543401297247,0.47788710984695204,0.49681882712561487,0.4954388261609777
O-OXXOX--,0.4985582601039442,0.6872380019164734,0.49904419730050964,0.5004554149037191,0.4948979997325251,0.4994288822615253,0.5044643718301134,0.4957428724519318,0.49902773983813187
-X-XX--OO,0.4952631159024498,0.4972780956254017,0.49482381189232777,0.4911079338400106,0.5082192137342347,0.6469322352712743,0.6872379669532364,0.49400045354179456,0.5097135371041537
X-OOO-XX-,0.49644049296473686,0.36725624716532057,0.5097242903671901,0.5082626373300917,0.5015864537626584,0.6872379594563114,0.5057473850620249,0.49563700744132355,0.5039066160853206
XO-X---OX,0.4996516229708295,0.4327337948851572,0.52497918747894,0.5082308275603202,0.6331511514950404,0.5301276890922366,0.644882608126978,0.463450094380706,0.5911044330992814
OXOXX-O--,0.49695005482078725,0.5028376954494888,0.4999251083563831,0.49415420389737563,0.5074684743407369,0.04402723274324083,0.49065597100902014,0.17074686972400954,0.9908860633366847
-XOOOXX-X,0.008738154766578576,0.47406228153740887,0.5974356022531587,0.526289176530587,0.515222004628969,0.4404732248764255,0.4509260508176705,0.12316548756532097,0.5682514183487417
X-X--OX-O,0.49235676324551136,0.19406708952921192,0.5086890369265533,0.04195084049823916,0.22584461507025622,0.49927881200254104,0.4950095594473842,0.9817867551918749,0.49349208735828154
X-X-OO-OX,0.5001888041315902,0.5031016633673379,0.503914540594655,0.6872379594564701,0.4983139122251237,0.5083382517772359,0.5057041539958883,0.49666254992607545,0.4995349623499752
---O-O-XX,0.6444766857878175,0.5289048390782939,0.42165180762081367,0.4975776808077733,0.6853190564104467,0.49079079781397944,0.4987519855718897,0.49589168514911613,0.4938959993419831
O-X---XXO,0.4939938747202903,0.6448049974610541,0.49649901703408655,0.6749265523776509,0.6853183972041731,0.498111855326552,0.4984337649974401,0.5037473435531974,0.5073936839897428
XX---X-OO,0.5069600362916213,0.5040037480771743,0.42040233401327665,0.4949888569266011,0.514335240311392,0.4985901425653041,0.6872370294889093,0.5048736408438869,0.500263064465005
XOOX-XO-X,0.8711338151208506,0.41671650081351796,0.6540988033834861,0.8842800204859772,0.6513501383002744,0.6492438338033414,0.6394069254781323,0.20456935140535537,0.2866694507413038
OXOOXXX-O,0.5018439392565907,0.5034241979465874,0.5083103382421856,0.5002354524961173,0.5003044645242272,0.4956654742925429,0.4936709321485357,0.8587015901977457,0.49587934309540693
O-XO-OXX-,0.4438379168798645,0.46688200613114755,0.4062000013373255,0.5173476120674858,0.6606416438653143,0.5846328000696405,0.5247344903494553,0.5020662121365144,0.487438559540677
