--OO--X-X,0.333333,0.0,1.0,1.0,0.666667,0.666667,1.0,0.666667,1.0
XX-O---XO,1.0,1.0,0.0,1.0,0.571429,0.428571,0.285714,1.0,1.0
--OXOOX-X,0.5,0.25,1.0,1.0,1.0,1.0,1.0,0.0,1.0
XXO-OOXX-,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OO-OXXXXO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
XOO----XX,1.0,1.0,1.0,0.619625,0.475193,0.275634,0.0,1.0,1.0
-OO-XXXXO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X-XOOXX-O,1.0,0.381963,1.0,1.0,1.0,1.0,1.0,0.0,1.0
XX-XOO-XO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
---X-XO--,0.076087,0.043479,0.0,0.152174,1.0,0.152174,0.152174,0.097826,0.097826
-XO--OX-X,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5
--OOXX-XO,0.0,1.0,0.625,0.625,0.625,0.625,0.25,0.625,0.625
OXX-X-O--,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-XX-O-O--,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOOX-X---,1.0,1.0,1.0,1.0,0.479789,1.0,0.27768,0.0,0.622144
----XOO-X,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
XO-X--OOX,1.0E-6,1.0E-6,0.0,1.0E-6,1.0,1.0E-6,1.0E-6,1.0E-6,1.0E-6
-X--OXOX-,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXOX-XOOX,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
XOO----X-,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,1.0
O-XXOX-O-,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XXOOOX-OX,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
-X-X-O--O,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OO-OXXXX-,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
OXXXOOOX-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-XO--OX--,0.1,0.100001,0.100001,0.1,1.0,0.100001,0.100001,0.100001,0.100001
-XO-X-XOO,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
OX-OX-XO-,1.0,1.0,0.333333,1.0,1.0,0.0,1.0,1.0,0.547619
----XO---,0.100005,0.100005,0.100005,0.1,0.100005,0.100005,1.0,0.100005,0.100005
XX-O--XO-,1.0,1.0,0.48,1.0,0.28,0.0,1.0,1.0,0.62
-XX-O-O-X,0.48,1.0,1.0,0.28,1.0,0.0,1.0,0.62,1.0
-X-OO-XOX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X-O-OXXOX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOOX-X--O,1.0,1.0,1.0,1.0,0.31768,1.0,0.0,0.534258,1.0
-OX-XOOX-,1.0,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.0
X--OXXO-O,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5
--OOXX-X-,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
O-OXXOX--,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OO-XX--OX,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-X-XX--OO,0.0,0.001954,0.0,0.001954,0.001954,0.0,1.0,0.001954,0.001954
X-OOO-XX-,1.0E-6,0.0,1.0E-6,1.0E-6,1.0E-6,1.0,1.0E-6,1.0E-6,1.0E-6
XO-X---OX,0.125,0.125,0.0,0.125,1.0,0.125,0.125,0.125,0.125
OXOXX-O--,1.0,1.0,1.0,1.0,1.0,0.317672,1.0,0.0,0.534429
-XOOOXX-X,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.381995,1.0
X-X--OX-O,1.0,0.619723,1.0,0.475111,0.275508,1.0,1.0,0.0,1.0
---O-O-XX,0.0,0.0,0.0,0.25,1.0,0.25,0.25,0.25,0.25
X-X-OO-OX,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O-X---XXO,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XX---X-OO,0.0625,0.0625,0.0,0.0,0.0,0.0625,1.0,0.0625,0.0625
XOOX-XO-X,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
OXOOXXX-O,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
O-XO-OXX-,0.25,0.0,0.25,0.25,1.0,0.25,0.25,0.25,0.25
OXX--X-O-,0.246913,0.246913,0.246913,0.095786,0.0,0.246913,1.0,0.246913,0.246913
-OOXXOOXX,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-OXX-X-OO,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
